GESTURE_NONE
-0.11,-0.98,0.17,-5.29,-15.64,3.62,-321.07,523.31,-2.10
-0.13,-0.99,0.17,0.00,-20.30,8.42,-310.40,539.80,34.65
-0.13,-0.99,0.18,-1.67,-29.97,9.60,-288.09,555.32,64.05
-0.14,-0.98,0.17,-2.92,-34.70,7.65,-245.41,580.54,98.70
-0.12,-0.98,0.18,-0.28,-25.93,12.31,-190.12,598.98,121.80
-0.10,-0.98,0.18,-1.88,-10.28,-0.35,-151.32,602.86,129.15
-0.11,-0.98,0.18,4.52,17.34,-5.36,-156.17,604.79,118.65
-0.13,-0.96,0.19,5.43,29.30,-10.50,-206.61,594.13,98.70
-0.16,-0.97,0.22,5.63,30.35,-4.59,-255.11,575.69,72.45
-0.14,-0.98,0.23,4.52,26.38,-6.05,-276.45,565.02,34.65
-0.14,-0.97,0.18,3.83,31.81,-8.49,-298.76,548.53,-15.75
-0.17,-0.98,0.24,2.37,18.80,-8.70,-314.28,521.38,-43.05
-0.16,-0.96,0.21,1.53,-1.10,-1.04,-321.07,512.64,-61.95
-0.13,-0.97,0.19,0.35,-10.77,6.19,-318.16,524.28,-55.65
-0.11,-0.97,0.20,-2.02,-7.50,2.50,-309.43,538.84,-40.95
-0.13,-0.98,0.20,-0.70,-3.53,-1.74,-311.37,538.84,-29.40
-0.13,-0.97,0.20,0.00,-1.31,1.04,-310.40,537.87,-27.30
-0.14,-0.97,0.20,1.88,-0.89,-0.90,-312.34,535.92,-27.30
-0.13,-0.97,0.21,0.63,-0.47,0.77,-311.37,540.77,-30.45
-0.14,-0.97,0.21,1.39,-1.58,0.28,-308.46,538.84,-28.35
-0.13,-0.97,0.21,-1.04,-1.31,0.35,-307.49,538.84,-26.25
-0.14,-0.97,0.21,0.97,-0.96,-0.14,-307.49,539.80,-23.10
-0.13,-0.97,0.21,0.70,-0.05,1.46,-305.55,539.80,-24.15
-0.13,-0.97,0.22,0.00,0.23,-0.77,-307.49,540.77,-25.20
-0.14,-0.97,0.22,0.56,0.57,0.83,-310.40,541.75,-26.25
-0.12,-0.98,0.20,0.28,1.06,-0.77,-306.52,539.80,-24.15
-0.13,-0.97,0.21,-0.21,0.57,-0.28,-309.43,533.99,-24.15
-0.13,-0.98,0.20,-0.28,-0.82,0.35,-312.34,534.96,-24.15
-0.10,-0.99,0.22,0.63,-2.90,-2.30,-310.40,536.89,-21.00
0.07,-0.94,0.13,-4.10,-34.97,-35.62,-337.56,506.82,-11.55
0.20,-0.85,0.17,-14.96,-79.64,-37.98,-414.19,422.44,71.40
0.39,-1.01,0.04,-41.88,-21.97,-9.25,-389.94,340.95,203.70
0.35,-0.93,-0.14,-44.73,12.82,-18.85,-396.73,285.67,235.20
0.56,-0.95,-0.36,-34.85,123.98,54.54,-418.07,190.60,264.60
0.45,-1.00,-0.23,29.08,10.52,24.83,-445.23,269.18,175.35
0.18,-1.00,-0.10,31.10,8.43,18.64,-425.83,324.46,137.55
0.09,-1.00,-0.05,25.46,-1.17,48.35,-380.24,395.27,100.80
-0.27,-0.99,0.04,-7.86,-12.64,35.62,-328.83,446.69,69.30
-0.23,-0.97,0.05,-13.43,1.83,23.86,-264.81,476.75,78.75
-0.18,-0.97,0.01,-7.72,-24.82,5.91,-235.71,472.88,120.75
-0.24,-1.14,0.29,43.69,-14.38,33.18,-191.09,496.15,112.35
-0.41,-0.80,0.72,114.92,38.28,91.20,-155.20,520.40,-66.15
-0.40,-0.18,0.75,124.38,13.23,67.97,42.68,424.38,-316.05
-0.43,0.10,0.86,48.49,-25.44,13.01,114.46,267.24,-448.35
-0.34,0.14,0.92,32.35,-35.32,20.17,66.93,141.13,-544.95
-0.29,0.30,0.94,27.13,-4.64,5.91,44.62,68.39,-563.85
-0.25,0.43,0.88,7.72,-11.25,-6.47,41.71,54.80,-571.20
-0.30,0.43,0.87,-10.85,-3.11,-5.57,43.65,79.05,-571.20
-0.24,0.38,0.90,5.63,-6.52,4.80,47.53,90.69,-565.95
-0.27,0.37,0.89,0.56,0.43,-2.57,40.74,90.69,-570.15
-0.25,0.35,0.90,-1.95,1.27,-4.10,44.62,87.78,-569.10
-0.25,0.39,0.89,-4.87,0.29,-1.60,39.77,92.63,-567.00
-0.29,0.36,0.91,7.58,-4.30,3.06,44.62,107.19,-570.15
-0.26,0.34,0.90,0.70,-4.78,0.14,41.71,107.19,-572.25
-0.21,0.30,0.92,-0.70,1.83,1.04,0.97,104.27,-576.45
-0.25,0.34,0.90,1.60,3.01,2.02,23.28,103.30,-575.40
-0.25,0.36,0.91,-1.18,1.34,1.46,30.07,95.55,-571.20
-0.32,0.32,0.88,13.91,-4.57,3.41,70.81,115.91,-564.90
-0.29,0.38,0.90,4.87,-15.57,5.57,35.89,91.66,-576.45
-0.22,0.36,0.92,3.69,3.22,-4.31,21.34,92.63,-576.45
-0.22,0.38,0.91,1.46,-1.58,-2.71,22.31,88.75,-577.50
-0.26,0.38,0.90,4.03,0.36,8.56,24.25,86.81,-576.45
-0.25,0.39,0.89,1.53,3.91,0.35,30.07,81.00,-575.40
-0.25,0.39,0.90,0.70,1.69,2.37,37.83,77.11,-573.30
-0.71,0.21,1.10,172.52,35.15,61.08,27.16,-8.24,-571.20
-0.17,0.14,0.98,-141.91,-28.71,-45.29,152.29,114.94,-505.05
-0.63,0.29,0.76,-13.77,-9.03,-2.50,195.94,141.13,-486.15
-0.26,0.25,0.97,-14.75,-26.70,-9.74,103.79,158.59,-510.30
-0.23,0.23,0.93,7.44,-0.96,-1.53,99.91,159.56,-513.45
-0.32,0.25,0.96,18.85,-7.84,5.22,107.67,154.72,-515.55
-0.29,0.31,0.91,35.76,20.96,-5.63,122.22,122.70,-510.30
-0.34,0.33,0.89,0.07,23.25,-9.04,149.38,104.27,-505.05
-0.34,0.33,0.88,-39.65,-34.07,-7.58,131.92,131.44,-511.35
-0.27,0.25,0.92,30.54,16.09,1.39,129.98,138.22,-502.95
-0.27,0.29,0.93,5.01,-1.79,36.31,132.89,102.33,-511.35
-0.27,0.32,0.92,7.30,-5.06,-2.85,127.07,98.45,-508.20
-0.27,0.40,0.88,6.19,-4.64,8.77,138.71,58.68,-509.25
-0.24,0.42,0.88,18.71,16.64,1.67,149.38,36.38,-507.15
-0.44,0.52,0.72,-0.56,3.43,2.99,210.49,7.27,-487.20
-0.43,0.47,0.78,-1.39,-3.18,-1.39,217.28,14.06,-481.95
-0.46,0.52,0.72,29.01,31.32,-49.32,233.77,-4.37,-473.55
-0.48,0.53,0.69,-7.17,-23.15,27.83,218.25,-12.13,-484.05
-0.37,0.50,0.79,-8.70,2.03,0.35,170.72,-0.48,-500.85
-0.34,0.46,0.80,4.38,7.39,1.39,167.81,19.88,-505.05
-0.31,0.47,0.84,-4.80,-8.75,8.42,174.60,22.79,-500.85
-0.54,0.42,0.70,-51.97,13.09,72.00,213.40,50.92,-476.70
-0.25,0.32,0.89,-5.91,2.03,-1.88,173.63,56.74,-474.60
-0.22,0.34,0.92,-8.83,-1.72,8.21,153.26,81.97,-479.85
-0.12,0.29,0.95,-17.53,-12.23,7.58,143.56,101.36,-479.85
-0.17,0.18,0.93,60.17,26.24,-21.63,166.84,109.13,-465.15
-0.27,0.44,0.84,7.44,-0.33,-8.49,164.90,72.27,-476.70
-0.39,0.20,1.01,9.53,-5.34,2.16,142.59,134.34,-475.65
-0.32,0.36,0.83,-12.59,-29.27,-70.26,155.20,118.83,-485.10
-0.38,0.17,0.97,-6.68,-9.17,-9.11,134.83,151.81,-487.20
-0.45,0.30,0.83,8.14,-21.27,27.62,183.33,99.42,-478.80
-0.31,0.36,0.89,-15.23,-2.63,19.62,143.56,90.69,-493.50
-0.25,0.43,0.88,-15.58,-14.94,2.85,137.74,96.52,-491.40
-0.33,0.40,0.88,15.23,21.72,-15.51,196.91,77.11,-481.95
-0.44,0.31,0.87,10.85,-5.62,6.61,174.60,108.16,-492.45
-0.29,0.53,0.78,-1.04,13.44,48.49,175.57,16.00,-504.00
-0.22,0.61,0.79,25.25,-5.83,30.26,162.96,-11.15,-506.10
-0.23,0.59,0.74,26.37,-1.65,13.22,169.75,-53.84,-496.65
-0.11,0.65,0.71,34.16,0.57,-6.75,103.79,-93.61,-514.50
-0.07,0.72,0.72,2.99,-15.08,-7.51,103.79,-111.06,-510.30
-0.26,0.71,0.67,-39.44,10.31,-20.66,209.52,-83.91,-480.90
-0.29,0.55,0.77,-30.40,-11.74,8.56,219.22,-29.59,-488.25
-0.33,0.47,1.09,58.92,19.56,-6.61,237.65,-10.19,-477.75
-0.56,0.47,0.85,-34.43,-14.38,-12.45,35.89,1.46,-565.95
-0.43,0.33,0.92,-21.22,46.00,-23.30,38.80,43.16,-574.35
-0.27,0.43,0.87,0.42,3.77,-3.97,28.13,35.41,-571.20
-0.26,0.43,0.88,-2.50,3.56,1.18,21.34,40.25,-578.55
-0.27,0.42,0.87,0.42,2.31,-2.23,27.16,43.16,-575.40
-0.44,0.27,0.93,34.71,14.21,-7.37,25.22,43.16,-574.35
-0.25,0.44,0.90,-93.43,-10.84,44.59,195.94,37.34,-488.25
-0.29,0.19,0.94,-34.71,-12.71,-10.09,126.10,115.91,-501.90
-0.35,0.21,0.93,52.38,21.58,21.84,137.74,116.88,-500.85
-0.18,0.46,0.88,6.19,-3.39,-15.03,122.22,43.16,-516.60
-0.27,0.38,0.87,0.28,-9.03,6.19,107.67,72.27,-520.80
-0.25,0.44,0.88,-1.18,6.97,-1.88,101.85,63.53,-522.90
-0.35,0.33,0.85,-14.26,-17.79,19.55,123.19,92.63,-516.60
-0.23,0.30,0.94,-16.42,-16.96,-0.63,97.00,123.67,-518.70
-0.32,0.31,0.89,80.28,25.62,0.35,120.28,88.75,-518.70
-0.24,0.37,0.83,-14.61,-16.33,5.77,110.58,76.14,-519.75
-0.29,0.38,0.88,-6.40,-0.33,1.39,113.49,73.23,-518.70
-0.27,0.41,0.88,1.74,1.55,-0.56,112.52,68.39,-519.75
-0.31,0.41,0.88,20.73,9.20,11.34,118.34,57.71,-518.70
-0.23,0.45,0.90,13.50,19.15,6.19,125.13,49.95,-516.60
-0.35,0.46,0.90,16.97,-8.33,29.98,152.29,50.92,-509.25
-0.21,0.62,0.77,19.83,-4.02,-3.41,153.26,-33.46,-500.85
-0.25,0.61,1.11,59.55,-7.43,-28.17,203.70,-41.23,-480.90
-0.53,0.46,0.76,-31.58,-7.01,-33.46,41.71,-18.91,-560.70
-0.15,0.36,0.92,15.03,4.40,-11.90,19.40,59.66,-573.30
-0.24,0.47,0.87,-0.97,3.43,-4.24,7.76,41.23,-578.55
-0.24,0.45,0.87,-0.83,4.89,5.57,35.89,41.23,-572.25
-0.24,0.45,0.87,-0.28,3.01,0.14,42.68,41.23,-569.10
-0.25,0.45,0.88,-0.28,3.77,-3.34,45.59,43.16,-569.10
-0.77,0.32,0.95,111.10,47.95,54.26,48.50,-4.37,-562.80
-0.15,0.44,0.91,-66.78,-25.24,33.95,204.67,-11.15,-473.55
-0.34,0.46,0.81,-4.03,-17.37,-4.31,146.47,35.41,-497.70
-0.19,0.41,0.90,-10.85,-7.22,-3.20,114.46,67.41,-504.00
-0.18,0.39,0.90,-2.57,1.13,0.28,117.37,71.30,-502.95
-0.19,0.39,0.92,0.00,-0.54,-0.42,113.49,78.08,-506.10
-0.19,0.38,0.90,0.21,-0.05,-0.14,114.46,76.14,-510.30
-0.19,0.38,0.91,0.70,-0.26,-0.21,114.46,81.00,-507.15
-0.20,0.38,0.91,0.49,-0.40,-0.77,114.46,78.08,-508.20
-0.17,0.39,0.92,-0.70,5.03,0.49,106.70,78.08,-509.25
-0.20,0.39,0.90,-0.56,1.27,-1.32,117.37,78.08,-509.25
-0.16,0.39,0.91,2.78,-4.64,-0.49,95.06,77.11,-513.45
-0.20,0.38,0.91,0.77,-0.33,-0.28,111.55,80.02,-513.45
-0.20,0.38,0.91,0.07,-0.40,0.42,117.37,82.94,-510.30
-0.04,0.32,1.17,117.57,102.90,-17.25,176.54,30.55,-490.35
-0.43,0.49,0.71,-46.47,-34.14,-49.46,57.23,-34.44,-550.20
-0.11,0.49,0.86,-51.97,3.22,-20.03,21.34,26.68,-574.35
-0.23,0.42,0.89,2.57,0.92,-3.48,27.16,46.07,-570.15
-0.26,0.43,0.88,0.90,-1.10,-0.70,34.92,46.07,-572.25
-0.22,0.43,0.89,0.00,6.07,1.81,23.28,49.95,-573.30
-0.25,0.42,0.88,-1.39,0.64,0.97,35.89,56.74,-572.25
-0.24,0.41,0.89,1.25,2.80,-1.11,34.92,54.80,-575.40
-0.24,0.42,0.88,-2.37,-2.97,0.77,29.10,58.68,-571.20
-0.23,0.41,0.89,0.90,-1.72,-0.42,25.22,59.66,-574.35
-0.24,0.42,0.87,-6.61,4.12,-7.30,25.22,65.47,-578.55
-0.29,0.35,0.88,6.33,-0.68,4.31,33.95,89.72,-570.15
-0.24,0.37,0.91,6.33,-0.05,1.11,26.19,72.27,-573.30
-0.24,0.39,0.90,1.04,2.80,-0.97,26.19,74.20,-573.30
-0.27,0.39,0.89,1.04,3.77,0.63,32.01,69.36,-573.30
-0.25,0.39,0.90,0.00,-2.28,-1.95,28.13,74.20,-568.05
-0.27,0.38,0.89,1.18,1.96,-0.97,30.07,72.27,-571.20
-0.27,0.40,0.89,2.64,0.16,-0.56,26.19,65.47,-570.15
-0.27,0.40,0.88,0.42,0.85,-0.21,32.98,61.59,-569.10
-0.31,0.38,0.86,0.56,-2.90,4.10,34.92,59.66,-572.25
-0.28,0.40,0.88,0.77,-0.82,0.28,31.04,62.56,-571.20
-0.27,0.40,0.88,-0.28,-0.12,2.02,35.89,62.56,-567.00
-0.28,0.40,0.87,0.42,-0.47,0.07,35.89,61.59,-570.15
-0.27,0.40,0.88,1.39,1.06,0.14,34.92,61.59,-569.10
-0.28,0.40,0.88,-0.56,0.92,6.96,40.74,59.66,-571.20
-0.28,0.41,0.88,-0.90,2.87,6.12,46.56,62.56,-568.05
-0.27,0.41,0.88,0.70,0.02,2.30,51.41,59.66,-571.20
-0.27,0.43,0.88,0.70,0.29,2.16,50.44,58.68,-568.05
-0.27,0.42,0.87,0.56,0.16,0.97,57.23,55.77,-568.05
-0.26,0.43,0.88,0.28,-0.54,-0.14,57.23,56.74,-567.00
-0.26,0.42,0.88,0.07,-0.19,-0.56,58.20,58.68,-568.05
-0.27,0.41,0.88,-0.14,0.02,-0.21,56.26,58.68,-571.20
-0.25,0.41,0.88,-0.97,-2.49,-0.42,50.44,59.66,-571.20
-0.27,0.41,0.87,1.11,1.06,-5.15,43.65,60.63,-569.10
-0.26,0.41,0.88,0.97,-1.93,-2.09,43.65,56.74,-570.15
-0.27,0.41,0.88,0.14,-0.68,-4.80,39.77,58.68,-571.20
-0.27,0.40,0.88,-1.25,-1.17,-4.31,37.83,60.63,-571.20
-0.28,0.40,0.87,0.21,-0.68,0.63,32.01,64.50,-573.30
-0.28,0.39,0.88,-0.56,-1.03,-2.78,33.95,66.44,-574.35
-0.27,0.39,0.88,0.77,-0.05,0.42,28.13,64.50,-573.30
-0.28,0.39,0.88,0.35,0.16,0.56,28.13,61.59,-572.25
-0.28,0.40,0.88,0.21,0.64,0.49,31.04,67.41,-572.25
-0.28,0.40,0.88,0.56,-0.61,0.42,32.98,66.44,-575.40
-0.29,0.40,0.88,0.77,1.27,1.60,34.92,62.56,-571.20
-0.29,0.39,0.88,-0.07,0.02,-0.21,37.83,65.47,-572.25
-0.29,0.39,0.88,0.00,0.36,-0.28,38.80,66.44,-572.25
-0.29,0.39,0.88,0.35,-0.19,0.14,41.71,65.47,-570.15
-0.29,0.39,0.88,0.14,0.02,0.00,41.71,64.50,-567.00
-0.29,0.39,0.88,0.14,-0.47,-0.07,39.77,67.41,-572.25
-0.28,0.39,0.88,0.28,-0.19,-0.14,36.86,65.47,-568.05
-0.29,0.39,0.88,0.49,0.16,0.14,40.74,67.41,-569.10
-0.29,0.39,0.88,0.28,-0.12,0.00,41.71,65.47,-570.15
-0.29,0.39,0.88,0.35,-0.47,0.14,40.74,65.47,-567.00
-0.28,0.39,0.88,0.28,-0.40,-0.14,41.71,67.41,-572.25
-0.29,0.39,0.89,0.28,0.02,-0.49,40.74,65.47,-570.15
-0.29,0.39,0.88,0.35,-0.61,0.00,39.77,66.44,-572.25
-0.29,0.39,0.88,0.28,-0.26,0.07,38.80,66.44,-569.10
-0.28,0.39,0.88,0.42,0.09,0.07,41.71,68.39,-570.15
-0.28,0.39,0.88,0.42,-0.26,-0.14,42.68,69.36,-570.15
-0.28,0.39,0.88,0.49,-0.05,-0.21,39.77,67.41,-572.25
-0.29,0.40,0.88,-0.07,-2.90,-2.50,39.77,68.39,-571.20
-0.29,0.39,0.88,-0.21,-2.21,-6.47,32.98,71.30,-576.45
-0.28,0.38,0.89,-1.46,-3.81,-1.11,26.19,72.27,-573.30
-0.28,0.37,0.90,0.63,1.13,0.14,23.28,76.14,-577.50
-0.29,0.37,0.89,-0.56,2.24,0.97,29.10,78.08,-572.25
-0.30,0.37,0.88,-0.35,-0.12,-0.77,30.07,76.14,-572.25
-0.30,0.37,0.88,0.49,-0.82,-0.14,31.04,78.08,-572.25
-0.28,0.36,0.90,0.63,1.34,-0.49,32.01,77.11,-572.25
-0.30,0.37,0.89,-0.07,-0.26,0.49,30.07,77.11,-571.20
-0.30,0.37,0.88,0.56,-1.24,-0.07,32.01,77.11,-572.25
-0.29,0.37,0.89,0.28,0.16,0.07,32.01,79.05,-570.15
-0.29,0.36,0.88,0.42,-1.51,-3.20,27.16,74.20,-569.10
-0.44,0.26,0.96,55.93,-15.91,32.28,10.67,58.68,-575.40
-0.23,0.52,0.71,-110.61,28.75,48.49,150.35,-77.11,-519.75
-0.53,0.47,0.72,-12.73,6.70,30.26,161.02,-6.30,-516.60
-0.20,0.50,0.88,-55.58,-12.16,-4.59,104.76,49.95,-537.60
0.00,0.58,0.85,77.50,-91.04,-22.05,128.04,-33.46,-530.25
-0.69,0.45,0.74,-34.99,49.96,-17.46,33.95,18.91,-578.55
-0.19,0.36,0.93,-0.56,24.64,12.87,-12.61,56.74,-582.75
-0.22,0.41,0.89,0.00,5.79,16.90,10.67,69.36,-578.55
-0.25,0.42,0.88,4.66,4.05,0.97,25.22,58.68,-575.40
-0.24,0.45,0.88,0.83,-2.21,-0.21,31.04,52.87,-576.45
-0.22,0.43,0.89,1.32,-0.05,-0.42,32.98,59.66,-579.60
-0.22,0.45,0.88,7.65,4.47,1.81,32.01,54.80,-576.45
-0.22,0.45,0.87,1.53,0.92,0.49,36.86,45.10,-576.45
-0.23,0.45,0.87,1.88,-0.05,0.49,39.77,46.07,-579.60
-0.21,0.45,0.88,2.50,-1.44,-1.18,34.92,38.31,-577.50
-0.18,0.46,0.88,5.15,-8.75,-13.36,23.28,43.16,-575.40
-0.20,0.44,0.89,0.70,-0.68,0.97,14.55,50.92,-578.55
-0.22,0.43,0.90,-1.25,4.12,1.18,20.37,57.71,-576.45
-0.21,0.43,0.89,-4.10,-0.89,-4.10,24.25,61.59,-575.40
-0.22,0.44,0.88,0.07,1.83,1.53,31.04,62.56,-577.50
-0.23,0.43,0.88,-0.14,3.01,3.97,35.89,62.56,-576.45
